event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI29884,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Koulikoro,Kolokani,Nossombougou,Zambougou,13.155,-7.9544,1,"aBamako; Al Zallaqa; Facebook; Maliweb; Twitter; Undisclosed Source","Local partner-Other","On 6 April 2023, presumed JNIM militants attacked a security checkpoint in Zambougou (Kolokani, Koulikoro). Two gendarmes, one policeman, and two civilian apprentices were killed. JNIM claimed responsibility and said it captured a vehicle, and displayed three AK rifles, two handguns, ammunition, and equipment said captured.",5,,1681221316
MLI29884,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Mali (2021-) Gendarmerie","Police Forces of Mali (2021-)",1,12,,466,"Western Africa",Mali,Koulikoro,Kolokani,Nossombougou,Zambougou,13.155,-7.9544,1,"aBamako; Al Zallaqa; Facebook; Maliweb; Twitter; Undisclosed Source","Local partner-Other","On 6 April 2023, presumed JNIM militants attacked a security checkpoint in Zambougou (Kolokani, Koulikoro). Two gendarmes, one policeman, and two civilian apprentices were killed. JNIM claimed responsibility and said it captured a vehicle, and displayed three AK rifles, two handguns, ammunition, and equipment said captured.",5,,1681221316
MLI29885,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Mali (2021-)","Wagner Group",1,12,,466,"Western Africa",Mali,Gao,Ansongo,Bourra,Toubani,15.4352,0.4643,2,"Undisclosed Source","Local partner-Other","On 6 April 2023, a mixed FAMa and Wagner relief unit (deployed to Tessit) killed 15 IS Sahel militants and arrested others near Toubani and Soudeheri (Ansongo, Gao). Fatalities are split across two events.",7,,1681221316
MLI29885,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","Islamic State (Sahel)",,2,12,,466,"Western Africa",Mali,Gao,Ansongo,Bourra,Toubani,15.4352,0.4643,2,"Undisclosed Source","Local partner-Other","On 6 April 2023, a mixed FAMa and Wagner relief unit (deployed to Tessit) killed 15 IS Sahel militants and arrested others near Toubani and Soudeheri (Ansongo, Gao). Fatalities are split across two events.",7,,1681221316
MLI29886,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Mali (2021-)","Wagner Group",1,12,,466,"Western Africa",Mali,Gao,Ansongo,Bourra,Soudeheri,15.3799,0.4804,2,"Undisclosed Source","Local partner-Other","On 6 April 2023, a mixed FAMa and Wagner relief unit (deployed to Tessit) killed 15 IS Sahel militants and arrested others near Soudeheri and Toubani (Ansongo, Gao). Fatalities are split across two events.",8,,1681221316
MLI29886,"06 April 2023",2023,1,"Political violence",Battles,"Armed clash","Islamic State (Sahel)",,2,12,,466,"Western Africa",Mali,Gao,Ansongo,Bourra,Soudeheri,15.3799,0.4804,2,"Undisclosed Source","Local partner-Other","On 6 April 2023, a mixed FAMa and Wagner relief unit (deployed to Tessit) killed 15 IS Sahel militants and arrested others near Soudeheri and Toubani (Ansongo, Gao). Fatalities are split across two events.",8,,1681221316
MLI29892,"06 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Niono,Siribala,Siribala,14.0432,-6.0618,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 6 April 2023, JNIM militants attacked the domicile of a Donso chief (off-duty) in Siribala (Niono, Segou). The Donso chief was killed in the attack.",1,,1681221316
MLI29892,"06 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Dozo Communal Militia (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Niono,Siribala,Siribala,14.0432,-6.0618,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 6 April 2023, JNIM militants attacked the domicile of a Donso chief (off-duty) in Siribala (Niono, Segou). The Donso chief was killed in the attack.",1,,1681221316
MLI29900,"06 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Wagner Group",,8,78,"Civilian targeting",466,"Western Africa",Mali,Segou,Segou,Bellen,Sagala,14.1137,-6.7275,2,"Undisclosed Source","Local partner-Other","On 6 April 2023, Wagner mercenaries carried out an operation in the area of Sagala (Segou, Segou). About ten people (the majority from the Fulani and Tuareg Bellah community) were killed and others went missing. The bodies of those killed were discovered in the surrounding bush. In addition to the killings, the mercenaries also set fire to a large part of the bushland.",10,,1681221316
MLI29900,"06 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Fulani Ethnic Group (Mali); Tuareg Ethnic Group (Mali); Pastoralists (Mali)",7,78,"Civilian targeting",466,"Western Africa",Mali,Segou,Segou,Bellen,Sagala,14.1137,-6.7275,2,"Undisclosed Source","Local partner-Other","On 6 April 2023, Wagner mercenaries carried out an operation in the area of Sagala (Segou, Segou). About ten people (the majority from the Fulani and Tuareg Bellah community) were killed and others went missing. The bodies of those killed were discovered in the surrounding bush. In addition to the killings, the mercenaries also set fire to a large part of the bushland.",10,,1681221316
MLI29923,"06 April 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (Sahel)",,2,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Fafa,15.3217,0.7464,1,"Undisclosed Source","Local partner-Other","On 6 April 2023, IS Sahel fighters captured several suspected robbers in Fafa (Ansongo, Gao). Those captured are believed to have pretended being IS Sahel members when robbing passengers aboard transport vehicles in the area Firthindi along the Ansongo and Labbezanga road on 5 April.",0,,1681221316
MLI29923,"06 April 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Fafa,15.3217,0.7464,1,"Undisclosed Source","Local partner-Other","On 6 April 2023, IS Sahel fighters captured several suspected robbers in Fafa (Ansongo, Gao). Those captured are believed to have pretended being IS Sahel members when robbing passengers aboard transport vehicles in the area Firthindi along the Ansongo and Labbezanga road on 5 April.",0,,1681221316
MLI29878,"05 April 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Socoura,Takouti,14.559,-4.0784,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 5 April 2023, Wagner mercenaries abducted (or arrested) a shopkeeper and his customer in Takouti (Mopti, Mopti). The abducted were taken to an undisclosed location.",0,,1681221316
MLI29878,"05 April 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Mali)","Labor Group (Mali)",7,78,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Socoura,Takouti,14.559,-4.0784,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 5 April 2023, Wagner mercenaries abducted (or arrested) a shopkeeper and his customer in Takouti (Mopti, Mopti). The abducted were taken to an undisclosed location.",0,,1681221316
MLI29883,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,24,,466,"Western Africa",Mali,Mopti,Mopti,Koubaye,Koubaye,14.4153,-4.4319,1,"Undisclosed Source","Local partner-Other","On 5 April 2023, a young man shot and wounded a JNIM militant in the village of Koubaye (Mopti, Mopti). The militant returned fire and killed the man.",1,,1681221316
MLI29883,"05 April 2023",2023,1,"Political violence",Battles,"Armed clash","Koubaye Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Mopti,Mopti,Koubaye,Koubaye,14.4153,-4.4319,1,"Undisclosed Source","Local partner-Other","On 5 April 2023, a young man shot and wounded a JNIM militant in the village of Koubaye (Mopti, Mopti). The militant returned fire and killed the man.",1,,1681221316
MLI29891,"05 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,N'tillit,Tinaykaren,16.0463,-0.4976,1,"Undisclosed Source","Local partner-Other","On 5 April 2023, IS Sahel militants attacked the mining site of Tinaykaren (Gao, Gao). Three miners were wounded including one severely.",0,,1681221316
MLI29891,"05 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Miners (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,N'tillit,Tinaykaren,16.0463,-0.4976,1,"Undisclosed Source","Local partner-Other","On 5 April 2023, IS Sahel militants attacked the mining site of Tinaykaren (Gao, Gao). Three miners were wounded including one severely.",0,,1681221316
MLI29895,"05 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,2,"Undisclosed Source","Local partner-Other","On 5 April 2023, JNIM militants killed at least four marketgoers and burned a tricycle between Konna and Simina (Mopti, Mopti).",4,,1681221316
MLI29895,"05 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,2,"Undisclosed Source","Local partner-Other","On 5 April 2023, JNIM militants killed at least four marketgoers and burned a tricycle between Konna and Simina (Mopti, Mopti).",4,,1681221316
MLI29898,"05 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"MSA: Movement for Azawad Salvation",,3,37,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Whatsapp,"New media","On 5 April 2023, four suspected MSA-D militiamen on motorcycles intercepted two commercial trucks on motorbikes, about 13 km west of the town Menaka (Menaka, Menaka) on the road to Ansongo. The assailants fired gunshots, forced passengers to the ground, and assaulted some of them.",0,,1681221316
MLI29898,"05 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Whatsapp,"New media","On 5 April 2023, four suspected MSA-D militiamen on motorcycles intercepted two commercial trucks on motorbikes, about 13 km west of the town Menaka (Menaka, Menaka) on the road to Ansongo. The assailants fired gunshots, forced passengers to the ground, and assaulted some of them.",0,,1681221316
MLI29876,"03 April 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Tenenkou,"Ouro Ardo",Thiayel,14.565,-4.7551,1,"Undisclosed Source","Local partner-Other","On 3 April 2023, JNIM militant abducted a religious leader at his domicile in the village of Thiayel (Tenenkou, Mopti).",0,,1681221316
MLI29876,"03 April 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Civilians (Mali)","Muslim Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Tenenkou,"Ouro Ardo",Thiayel,14.565,-4.7551,1,"Undisclosed Source","Local partner-Other","On 3 April 2023, JNIM militant abducted a religious leader at his domicile in the village of Thiayel (Tenenkou, Mopti).",0,,1681221316
MLI29897,"03 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2021-)","Wagner Group; Dan Na Ambassagou",1,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Kounari,Tepewal,14.6647,-3.883,1,"Undisclosed Source","Local partner-Other","On 3 April 2023, a joint patrol of FAMa, Wagner, and Dan Na Ambassagou killed three persons and seized livestock in the village of Tepewal (Mopti, Mopti).",3,,1681221316
MLI29897,"03 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)",,7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Kounari,Tepewal,14.6647,-3.883,1,"Undisclosed Source","Local partner-Other","On 3 April 2023, a joint patrol of FAMa, Wagner, and Dan Na Ambassagou killed three persons and seized livestock in the village of Tepewal (Mopti, Mopti).",3,,1681221316
MLI29899,"03 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,"Sony Aliber",Battal,16.3742,-0.0175,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 3 April 2023, an unidentified armed group broke into the residence of the village chief's advisor and attempted to abduct him in the village of Battal (Gao, Gao). The assailants opened fire and injured the victim as he tried to escape. The victim was then taken to the regional hospital in Gao.",0,,1681221316
MLI29899,"03 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,"Sony Aliber",Battal,16.3742,-0.0175,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 3 April 2023, an unidentified armed group broke into the residence of the village chief's advisor and attempted to abduct him in the village of Battal (Gao, Gao). The assailants opened fire and injured the victim as he tried to escape. The victim was then taken to the regional hospital in Gao.",0,,1681221316
MLI29887,"02 April 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Mali (2021-)","Wagner Group",1,13,,466,"Western Africa",Mali,Gao,Gao,Gabero,Goutine,15.832,0.2967,2,"Undisclosed Source","Local partner-Other","On 2 April 2023, an unidentified armed group intercepted and diverted two goods transport trucks in the area of Goutine (Gao, Gao). The assailants disembarked the drivers and their apprentices before taking away the trucks and their contents. FAMa and Wagner launched a pursuit and killed two assailants.",2,,1681221316
MLI29887,"02 April 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,13,,466,"Western Africa",Mali,Gao,Gao,Gabero,Goutine,15.832,0.2967,2,"Undisclosed Source","Local partner-Other","On 2 April 2023, an unidentified armed group intercepted and diverted two goods transport trucks in the area of Goutine (Gao, Gao). The assailants disembarked the drivers and their apprentices before taking away the trucks and their contents. FAMa and Wagner launched a pursuit and killed two assailants.",2,,1681221316
MLI29927,"02 April 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Segou,Niono,Dogofry,"Chouala Coura K03",14.8335,-6.0335,1,"Al Zallaqa; Whatsapp","New media","On 2 April 2023, a vehicle hit an IED in the village of Chouala Coura K03 (Niono, Segou). One gendarme and two civilians were wounded and the vehicle damaged. The IED targeted a FAMa unit deployed to escort workers reparing a bridge detonated the day before. JNIM claimed responsibility.",0,,1681221316
MLI29927,"02 April 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Segou,Niono,Dogofry,"Chouala Coura K03",14.8335,-6.0335,1,"Al Zallaqa; Whatsapp","New media","On 2 April 2023, a vehicle hit an IED in the village of Chouala Coura K03 (Niono, Segou). One gendarme and two civilians were wounded and the vehicle damaged. The IED targeted a FAMa unit deployed to escort workers reparing a bridge detonated the day before. JNIM claimed responsibility.",0,,1681221316
MLI29890,"01 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Bara,Bara,15.8171,0.325,1,"Twitter; Undisclosed Source; Whatsapp","Local partner-Other","On 1 April 2023, IS Sahel militants killed one person and vandalized a shop near the market in the village of Bara (Ansongo, Gao).",1,,1681221316
MLI29890,"01 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Labor Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Bara,Bara,15.8171,0.325,1,"Twitter; Undisclosed Source; Whatsapp","Local partner-Other","On 1 April 2023, IS Sahel militants killed one person and vandalized a shop near the market in the village of Bara (Ansongo, Gao).",1,,1681221316
MLI29896,"01 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2021-)","Wagner Group",1,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,Tori,Kourkanda-Peulh,13.6665,-3.7356,1,"FAMAMali; Undisclosed Source; Whatsapp","Local partner-Other","On 1 April 2023, FAMa and Wagner killed nine people including seven men and two women from the Fulani community in the village of Kourkanda-Peulh (Bankass, Mopti). The attack came in reaction to an IED attack in Bale. FAMa claimed to have killed eight militants.",9,,1681221316
MLI29896,"01 April 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,Tori,Kourkanda-Peulh,13.6665,-3.7356,1,"FAMAMali; Undisclosed Source; Whatsapp","Local partner-Other","On 1 April 2023, FAMa and Wagner killed nine people including seven men and two women from the Fulani community in the village of Kourkanda-Peulh (Bankass, Mopti). The attack came in reaction to an IED attack in Bale. FAMa claimed to have killed eight militants.",9,,1681221316
MLI29928,"01 April 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Mopti,Bankass,Diallassagou,Bale,13.6981,-3.7032,2,FAMAMali,National,"On 1 April 2023, a FAMa vehicle hit an IED likely planted by JNIM militants near the village of Bale (Bankass. Mopti). One soldier was killed and seven were wounded.",1,,1681221316
MLI29928,"01 April 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Mopti,Bankass,Diallassagou,Bale,13.6981,-3.7032,2,FAMAMali,National,"On 1 April 2023, a FAMa vehicle hit an IED likely planted by JNIM militants near the village of Bale (Bankass. Mopti). One soldier was killed and seven were wounded.",1,,1681221316
MLI29929,"01 April 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,20,,466,"Western Africa",Mali,Segou,Niono,Dogofry,"Chouala Coura K03",14.8335,-6.0335,1,"Undisclosed Source","Local partner-Other","On 1 April 2023, presumed JNIM militants set off explosives to destroy a bridge in the village of Chouala Coura K03 (Niono, Segou). The bridge was partially destroyed.",0,,1681221316
MLI8419,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Koulikoro,Kati,Mande,Farabana,12.4586,-8.1218,1,Whatsapp,"New media","On 31 March 2023, presumed JNIM militants attacked the toll booth (usually manned by gendarmes) in Farabana (Kati, Koulikoro). The militants burned the facility and four vehicles. There were no casualties. JNIM claimed responsibility and displayed weapons, ammunition, and equipment said captured.",0,,1680570816
MLI8419,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Mali (2021-) Gendarmerie",,1,12,,466,"Western Africa",Mali,Koulikoro,Kati,Mande,Farabana,12.4586,-8.1218,1,Whatsapp,"New media","On 31 March 2023, presumed JNIM militants attacked the toll booth (usually manned by gendarmes) in Farabana (Kati, Koulikoro). The militants burned the facility and four vehicles. There were no casualties. JNIM claimed responsibility and displayed weapons, ammunition, and equipment said captured.",0,,1680570816
MLI8413,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,23,,466,"Western Africa",Mali,Kayes,Kita,Kassaro,Sanankoro,12.9189,-8.7144,2,"Al Zallaqa; Facebook; Undisclosed Source; Whatsapp","Local partner-Other","On 31 March 2023, presumed JNIM militants attacked the ranger station of Sekoro, near Sanankoro (Kita, Kayes). One personnel went missing, two vehicles were burned, and one captured by the militants. JNIM claimed responsibility and said that one personnel was taken prisoner, three light weapons and one motorcycle captured, and three vehicles burned.",0,,1681221316
MLI8413,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","Forest Guards (Mali)",,3,23,,466,"Western Africa",Mali,Kayes,Kita,Kassaro,Sanankoro,12.9189,-8.7144,2,"Al Zallaqa; Facebook; Undisclosed Source; Whatsapp","Local partner-Other","On 31 March 2023, presumed JNIM militants attacked the ranger station of Sekoro, near Sanankoro (Kita, Kayes). One personnel went missing, two vehicles were burned, and one captured by the militants. JNIM claimed responsibility and said that one personnel was taken prisoner, three light weapons and one motorcycle captured, and three vehicles burned.",0,,1681221316
MLI8417,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Segou,Bla,Bla,Bla,12.9493,-5.762,1,"Al Zallaqa; Whatsapp","New media","On 31 March 2023, overnight presumed JNIM militants attacked a toll booth manned by police and gendarmes in Bla (Bla, Segou). The militants seized two motorcycles, clothing, and cell phones, and burned two motorcycles. There were no casualties. JNIM claimed responsibility and said it captured two motorcycles and a small quantity of ammunition.",0,,1681221316
MLI8417,"31 March 2023",2023,1,"Political violence",Battles,"Armed clash","Police Forces of Mali (2021-)","Police Forces of Mali (2021-) Gendarmerie",1,12,,466,"Western Africa",Mali,Segou,Bla,Bla,Bla,12.9493,-5.762,1,"Al Zallaqa; Whatsapp","New media","On 31 March 2023, overnight presumed JNIM militants attacked a toll booth manned by police and gendarmes in Bla (Bla, Segou). The militants seized two motorcycles, clothing, and cell phones, and burned two motorcycles. There were no casualties. JNIM claimed responsibility and said it captured two motorcycles and a small quantity of ammunition.",0,,1681221316
MLI8432,"31 March 2023",2023,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,"In Tikinit",15.945,2.1152,1,"Undisclosed Source","Local partner-Other","On 31 March 2023, suspected FAMa soldiers and MSA-D militiamen killed 25 people (internally displaced pro-IS Sahel) and seized livestock in the villages of In Tikinit and Inazole (Menaka, Menaka). The livestock seized was spotted at the market in Menaka town. At least 25 people were killed between 30 and 31 March in the villages of In Tikinit, Inazole, and Tabatolte N'alher. Fatalities are split across three events.",10,,1681221316
MLI8432,"31 March 2023",2023,1,"Political violence","Violence against civilians",Attack,"Civilians (Mali)","Refugees/IDPs (Mali); Islamic State (Sahel)",7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,"In Tikinit",15.945,2.1152,1,"Undisclosed Source","Local partner-Other","On 31 March 2023, suspected FAMa soldiers and MSA-D militiamen killed 25 people (internally displaced pro-IS Sahel) and seized livestock in the villages of In Tikinit and Inazole (Menaka, Menaka). The livestock seized was spotted at the market in Menaka town. At least 25 people were killed between 30 and 31 March in the villages of In Tikinit, Inazole, and Tabatolte N'alher. Fatalities are split across three events.",10,,1681221316
MLI8433,"31 March 2023",2023,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,Inazole,15.8744,2.1355,1,"Undisclosed Source","Local partner-Other","On 31 March 2023, suspected JNIM militants killed at least five people (internally displaced pro-IS Sahel) and seized livestock in the villages of Inazole and In Tikinit (Menaka, Menaka). The livestock seized was spotted at the market in Menaka town. At least 25 people were killed between 30 and 31 March in the villages of Inazole, In Tikinit, and Tabatolte N'alher. Fatalities are split across three events.",5,,1681221316
