day,Gao,Segou,Tombouctou,Douentza,Kayes,Sikasso,Koulikoro,Menaka,Kidal,Bamako
631,1,1,1,1,1,1,1,1,1,1
632,1,1,1,1,1,1,1,1,1,1
633,1,1,1,1,1,1,1,1,1,1
634,1,1,1,1,1,1,1,1,1,1
635,1,1,1,1,1,1,1,1,1,1
636,1,1,1,1,1,1,1,1,1,1
637,1,1,1,1,1,1,1,1,1,1
638,1,1,1,1,1,1,1,1,1,1
639,1,1,1,1,1,1,1,1,1,1
640,1,1,1,1,1,1,1,1,1,1
641,1,1,1,1,1,1,1,1,1,1
642,1,1,1,1,1,1,1,1,1,1
643,1,1,1,1,1,1,1,1,1,1
644,1,1,1,1,1,1,1,1,1,1
645,1,1,1,1,1,1,1,1,1,0
646,1,1,1,1,1,1,1,1,1,1
647,1,1,1,1,1,1,1,1,1,1
648,1,1,1,1,1,1,1,1,1,1
649,1,1,1,1,1,1,1,1,1,1
650,1,1,1,1,1,1,1,1,1,1
651,1,1,1,1,1,1,1,1,1,1
652,1,1,1,1,1,1,1,1,1,1
653,1,1,1,1,1,1,1,1,1,0
654,1,1,1,1,1,1,1,1,1,1
655,1,1,1,1,1,1,1,1,1,1
656,1,1,1,1,1,1,1,1,1,1
657,1,1,1,1,1,1,1,1,1,0
658,1,1,1,1,1,1,1,1,1,1
659,1,1,1,1,1,1,1,1,1,1
660,1,1,1,1,1,1,1,1,1,1
661,1,1,1,1,1,1,1,1,1,1
662,1,1,1,1,1,1,1,1,1,1
663,1,1,1,1,1,1,1,0,0,0
664,1,1,1,1,1,1,1,1,1,1
665,1,1,1,1,1,1,1,1,1,1
666,1,1,1,1,1,1,1,1,1,1
667,1,1,1,1,1,1,1,1,1,1
668,1,1,1,1,1,1,1,1,1,0
669,1,1,1,1,1,1,1,1,1,1
670,1,1,1,1,1,1,1,1,1,0
671,1,1,1,1,1,1,1,1,1,0
672,1,1,1,1,1,1,1,1,1,1
673,1,1,1,1,1,1,1,1,1,1
674,1,1,1,1,1,1,1,1,1,1
675,1,1,1,1,1,1,1,1,1,1
676,1,1,1,1,1,1,1,1,1,1
677,1,1,1,1,1,1,1,0,0,0
678,1,1,1,1,1,1,1,0,0,0
679,1,1,1,1,1,1,1,0,0,0
680,1,1,1,1,1,1,1,1,1,0
681,1,1,1,1,1,1,1,1,1,1
682,1,1,1,1,1,1,1,1,1,1
683,1,1,1,1,1,1,1,1,0,0
684,1,1,1,1,1,1,1,1,0,0
685,1,1,1,1,0,0,0,0,0,0
686,1,1,1,1,1,1,1,0,0,0
687,1,1,1,1,1,1,1,1,1,0
688,1,1,1,1,1,1,0,0,0,0
689,1,1,1,1,1,1,1,1,0,0
690,1,1,1,0,0,0,0,0,0,0
691,1,1,1,1,1,1,1,1,1,0
692,1,1,1,1,0,0,0,0,0,0
693,1,1,1,1,0,0,0,0,0,0
694,1,1,1,1,1,1,0,0,0,0
695,1,1,1,1,1,1,0,0,0,0
696,1,1,1,0,0,0,0,0,0,0
697,1,1,1,1,1,1,0,0,0,0
698,1,1,1,1,1,1,0,0,0,0
699,1,1,1,1,1,1,0,0,0,0
700,1,1,1,1,1,0,0,0,0,0
701,1,1,1,1,0,0,0,0,0,0
702,1,1,1,1,1,1,1,0,0,0
703,1,0,0,0,0,0,0,0,0,0
704,1,1,1,0,0,0,0,0,0,0
705,1,1,1,1,0,0,0,0,0,0
706,1,1,1,1,0,0,0,0,0,0
707,1,1,0,0,0,0,0,0,0,0
708,1,0,0,0,0,0,0,0,0,0
709,1,1,1,1,1,1,0,0,0,0
710,1,0,0,0,0,0,0,0,0,0
711,1,1,1,1,0,0,0,0,0,0
712,1,1,1,0,0,0,0,0,0,0
713,1,1,1,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0
716,1,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0
718,1,1,1,1,0,0,0,0,0,0
719,1,1,1,0,0,0,0,0,0,0
720,1,1,1,0,0,0,0,0,0,0
721,0,0,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0,0,0
723,1,1,0,0,0,0,0,0,0,0
724,1,1,0,0,0,0,0,0,0,0
725,1,1,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0,0,0
727,1,1,0,0,0,0,0,0,0,0
728,1,1,1,0,0,0,0,0,0,0
729,1,1,1,0,0,0,0,0,0,0
730,1,1,1,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0
