DateTime,Refugees
2024-01-18,1258
2024-01-19,1310
2024-01-20,1295
2024-01-21,1343
2024-01-22,1276
2024-01-23,1339
2024-01-24,1348
2024-01-25,1310
2024-01-26,1361
2024-01-27,1331
2024-01-28,1299
2024-01-29,1331
2024-01-30,1329
2024-01-31,1365
2024-02-01,1360
2024-02-02,1406
2024-02-03,1323
2024-02-04,1383
2024-02-05,1410
2024-02-06,1384
2024-02-07,1439
2024-02-08,1431
2024-02-09,1392
2024-02-10,1442
2024-02-11,1467
2024-02-12,1512
2024-02-13,1436
2024-02-14,1490
2024-02-15,1453
2024-02-16,1516
2024-02-17,1516
2024-02-18,1471
2024-02-19,1561
2024-02-20,1525
2024-02-21,1544
2024-02-22,1578
2024-02-23,1582
2024-02-24,1546
2024-02-25,1540
2024-02-26,1549
2024-02-27,1597
2024-02-28,1582
2024-02-29,1507
2024-03-01,1619
2024-03-02,1578
2024-03-03,1597
2024-03-04,1662
2024-03-05,1605
2024-03-06,1637
2024-03-07,1594
2024-03-08,1651
2024-03-09,1670
2024-03-10,1622
2024-03-11,1678
2024-03-12,1637
2024-03-13,1650
2024-03-14,1698
2024-03-15,1674
2024-03-16,1665
2024-03-17,1666
2024-03-18,1710
2024-03-19,1756
2024-03-20,1658
2024-03-21,1701
2024-03-22,1711
2024-03-23,1717
2024-03-24,1743
2024-03-25,1722
2024-03-26,1788
2024-03-27,1721
2024-03-28,1757
2024-03-29,1743
2024-03-30,1756
2024-03-31,1745
2024-04-01,1744
2024-04-02,1808
2024-04-03,1801
2024-04-04,1774
2024-04-05,1766
2024-04-06,1769
2024-04-07,1825
2024-04-08,1770
2024-04-09,1765
2024-04-10,1772
2024-04-11,1789
2024-04-12,1848
2024-04-13,1762
2024-04-14,1766
2024-04-15,1818
2024-04-16,1825
2024-04-17,1779
2024-04-18,1795
2024-04-19,1790
2024-04-20,1763
2024-04-21,1738
2024-04-22,1811
2024-04-23,1796
2024-04-24,1848
2024-04-25,1763
2024-04-26,1801
2024-04-27,1792
2024-04-28,1810
2024-04-29,1797
2024-04-30,1777
2024-05-01,1788
2024-05-02,1750
2024-05-03,1781
2024-05-04,1777
2024-05-05,1816
2024-05-06,1828
2024-05-07,1779
2024-05-08,1774
2024-05-09,1757
2024-05-10,1761
2024-05-11,1766
2024-05-12,1797
2024-05-13,1776
2024-05-14,1762
2024-05-15,1764
2024-05-16,1780
2024-05-17,1737
2024-05-18,1779
2024-05-19,1734
2024-05-20,1700
2024-05-21,1730
2024-05-22,1705
2024-05-23,1737
2024-05-24,1671
2024-05-25,1693
2024-05-26,1688
2024-05-27,1697
2024-05-28,1657
2024-05-29,1670
2024-05-30,1666
2024-05-31,1710
2024-06-01,1667
2024-06-02,1702
2024-06-03,1632
2024-06-04,1647
2024-06-05,1622
2024-06-06,1622
2024-06-07,1559
2024-06-08,1657
2024-06-09,1601
2024-06-10,1598
2024-06-11,1601
2024-06-12,1625
2024-06-13,1595
2024-06-14,1550
2024-06-15,1550
2024-06-16,1538
2024-06-17,1561
2024-06-18,1547
2024-06-19,1556
2024-06-20,1491
2024-06-21,1569
2024-06-22,1534
2024-06-23,1542
2024-06-24,1490
2024-06-25,1442
2024-06-26,1504
2024-06-27,1492
2024-06-28,1473
2024-06-29,1452
2024-06-30,1394
2024-07-01,1411
2024-07-02,1386
2024-07-03,1430
2024-07-04,1369
2024-07-05,1388
2024-07-06,1387
2024-07-07,1351
2024-07-08,1398
2024-07-09,1346
2024-07-10,1329
2024-07-11,1293
2024-07-12,1340
2024-07-13,1294
2024-07-14,1290
2024-07-15,1277
2024-07-16,1286
2024-07-17,1273
2024-07-18,1265
2024-07-19,1255
2024-07-20,1259
2024-07-21,1209
2024-07-22,1215
2024-07-23,1264
2024-07-24,1122
2024-07-25,1149
2024-07-26,1151
2024-07-27,1166
2024-07-28,1111
2024-07-29,1112
2024-07-30,1135
2024-07-31,1152
2024-08-01,1074
2024-08-02,1091
2024-08-03,1099
2024-08-04,1119
2024-08-05,1090
2024-08-06,1041
2024-08-07,1062
2024-08-08,1068
2024-08-09,1019
2024-08-10,1029
2024-08-11,981
2024-08-12,1020
2024-08-13,938
2024-08-14,968
2024-08-15,935
2024-08-16,993
2024-08-17,944
2024-08-18,951
2024-08-19,927
2024-08-20,923
2024-08-21,895
2024-08-22,902
2024-08-23,923
2024-08-24,829
2024-08-25,849
2024-08-26,876
2024-08-27,817
2024-08-28,780
2024-08-29,845
2024-08-30,760
2024-08-31,789
