DateTime,Refugees
2023-06-15,3412
2023-06-16,3441
2023-06-17,3417
2023-06-18,3497
2023-06-19,3403
2023-06-20,3390
2023-06-21,3326
2023-06-22,3332
2023-06-23,3234
2023-06-24,3260
2023-06-25,3278
2023-06-26,3430
2023-06-27,3308
2023-06-28,3329
2023-06-29,3217
2023-06-30,3185
2023-07-01,3142
2023-07-02,3187
2023-07-03,3141
2023-07-04,3145
2023-07-05,3166
2023-07-06,3192
2023-07-07,3115
2023-07-08,3322
2023-07-09,3122
2023-07-10,3045
2023-07-11,3023
2023-07-12,3058
2023-07-13,3100
2023-07-14,3030
2023-07-15,3048
2023-07-16,2944
2023-07-17,3000
2023-07-18,3087
2023-07-19,3139
2023-07-20,2933
2023-07-21,2956
2023-07-22,2929
2023-07-23,2958
2023-07-24,2807
2023-07-25,2769
2023-07-26,2981
2023-07-27,2889
2023-07-28,2873
2023-07-29,2756
2023-07-30,2880
2023-07-31,2743
2023-08-01,2742
2023-08-02,2752
2023-08-03,2803
2023-08-04,2683
2023-08-05,2640
2023-08-06,2622
2023-08-07,2610
2023-08-08,2652
2023-08-09,2505
2023-08-10,2632
2023-08-11,2457
2023-08-12,2639
2023-08-13,2592
2023-08-14,2536
2023-08-15,2626
2023-08-16,2563
2023-08-17,2463
2023-08-18,2390
2023-08-19,2414
2023-08-20,2420
2023-08-21,2377
2023-08-22,2370
2023-08-23,2402
2023-08-24,2325
2023-08-25,2406
2023-08-26,2421
2023-08-27,2275
2023-08-28,2253
2023-08-29,2368
2023-08-30,2176
2023-08-31,2254
2023-09-01,2263
2023-09-02,2162
2023-09-03,2238
2023-09-04,2230
2023-09-05,2062
2023-09-06,2078
2023-09-07,2185
2023-09-08,2138
2023-09-09,2046
2023-09-10,2035
2023-09-11,2020
2023-09-12,2120
2023-09-13,2143
2023-09-14,2037
2023-09-15,1982
2023-09-16,2021
2023-09-17,2085
2023-09-18,2047
2023-09-19,2047
2023-09-20,2019
2023-09-21,2012
2023-09-22,1933
2023-09-23,1925
2023-09-24,1923
2023-09-25,1981
2023-09-26,1829
2023-09-27,1997
2023-09-28,1909
2023-09-29,1821
2023-09-30,1973
2023-10-01,1939
2023-10-02,1837
2023-10-03,1907
2023-10-04,1893
2023-10-05,1752
2023-10-06,1891
2023-10-07,1766
2023-10-08,1869
2023-10-09,1906
2023-10-10,1794
2023-10-11,1828
2023-10-12,1856
2023-10-13,1934
2023-10-14,1708
2023-10-15,1799
2023-10-16,1796
2023-10-17,1781
2023-10-18,1765
2023-10-19,1755
2023-10-20,1797
2023-10-21,1790
2023-10-22,1784
2023-10-23,1831
2023-10-24,1768
2023-10-25,1782
2023-10-26,1814
2023-10-27,1859
2023-10-28,1811
2023-10-29,1602
2023-10-30,1714
2023-10-31,1729
2023-11-01,1776
2023-11-02,1757
2023-11-03,1766
2023-11-04,1730
2023-11-05,1784
2023-11-06,1818
2023-11-07,1819
2023-11-08,1716
2023-11-09,1736
2023-11-10,1752
2023-11-11,1747
2023-11-12,1786
2023-11-13,1806
2023-11-14,1797
2023-11-15,1775
2023-11-16,1731
2023-11-17,1730
2023-11-18,1722
2023-11-19,1762
2023-11-20,1857
2023-11-21,1827
2023-11-22,1810
2023-11-23,1866
2023-11-24,1825
2023-11-25,1855
2023-11-26,1796
2023-11-27,1806
2023-11-28,1832
2023-11-29,1852
2023-11-30,1888
2023-12-01,1895
2023-12-02,1897
2023-12-03,1880
2023-12-04,1910
2023-12-05,1924
2023-12-06,1894
2023-12-07,1959
2023-12-08,1900
2023-12-09,2106
2023-12-10,2006
2023-12-11,2000
2023-12-12,1954
2023-12-13,2104
2023-12-14,2017
2023-12-15,2105
2023-12-16,1981
2023-12-17,2134
2023-12-18,2112
2023-12-19,2063
2023-12-20,2100
2023-12-21,2083
2023-12-22,2085
2023-12-23,2115
2023-12-24,2197
2023-12-25,2147
2023-12-26,2153
2023-12-27,2277
2023-12-28,2072
2023-12-29,2276
2023-12-30,2353
2023-12-31,2205
2024-01-01,2336
2024-01-02,2321
2024-01-03,2353
2024-01-04,2361
2024-01-05,2326
2024-01-06,2235
2024-01-07,2292
2024-01-08,2360
2024-01-09,2322
2024-01-10,2443
2024-01-11,2415
2024-01-12,2449
2024-01-13,2475
2024-01-14,2469
2024-01-15,2566
2024-01-16,2407
2024-01-17,2579
2024-01-18,2531
2024-01-19,2636
2024-01-20,2606
2024-01-21,2703
2024-01-22,2568
2024-01-23,2694
2024-01-24,2714
2024-01-25,2636
2024-01-26,2740
2024-01-27,2679
2024-01-28,2615
2024-01-29,2679
2024-01-30,2676
2024-01-31,2748
2024-02-01,2737
2024-02-02,2829
2024-02-03,2663
2024-02-04,2783
2024-02-05,2838
2024-02-06,2785
2024-02-07,2896
2024-02-08,2880
2024-02-09,2801
2024-02-10,2903
2024-02-11,2953
2024-02-12,3043
2024-02-13,2890
2024-02-14,2999
2024-02-15,2925
2024-02-16,3050
2024-02-17,3050
2024-02-18,2960
2024-02-19,3142
2024-02-20,3070
2024-02-21,3107
2024-02-22,3176
2024-02-23,3184
2024-02-24,3112
2024-02-25,3100
2024-02-26,3117
2024-02-27,3215
2024-02-28,3183
2024-02-29,3033
2024-03-01,3258
2024-03-02,3176
2024-03-03,3214
2024-03-04,3345
2024-03-05,3231
2024-03-06,3294
2024-03-07,3208
2024-03-08,3324
2024-03-09,3361
2024-03-10,3265
2024-03-11,3377
2024-03-12,3295
2024-03-13,3321
2024-03-14,3417
2024-03-15,3369
2024-03-16,3352
2024-03-17,3352
2024-03-18,3442
2024-03-19,3534
2024-03-20,3338
2024-03-21,3423
2024-03-22,3444
2024-03-23,3456
2024-03-24,3507
2024-03-25,3465
2024-03-26,3599
2024-03-27,3464
2024-03-28,3536
2024-03-29,3507
2024-03-30,3535
2024-03-31,3512
2024-04-01,3510
2024-04-02,3638
2024-04-03,3625
2024-04-04,3571
2024-04-05,3554
2024-04-06,3560
2024-04-07,3674
2024-04-08,3562
2024-04-09,3551
2024-04-10,3567
2024-04-11,3601
2024-04-12,3719
2024-04-13,3546
2024-04-14,3553
2024-04-15,3659
2024-04-16,3673
2024-04-17,3580
2024-04-18,3613
2024-04-19,3603
2024-04-20,3548
2024-04-21,3497
2024-04-22,3644
2024-04-23,3615
2024-04-24,3720
2024-04-25,3548
2024-04-26,3625
2024-04-27,3607
2024-04-28,3642
2024-04-29,3616
2024-04-30,3577
2024-05-01,3599
2024-05-02,3521
2024-05-03,3585
2024-05-04,3576
2024-05-05,3655
2024-05-06,3679
2024-05-07,3580
2024-05-08,3571
2024-05-09,3537
2024-05-10,3545
2024-05-11,3554
2024-05-12,3617
2024-05-13,3573
2024-05-14,3545
2024-05-15,3551
2024-05-16,3583
2024-05-17,3495
2024-05-18,3580
2024-05-19,3491
2024-05-20,3421
2024-05-21,3482
2024-05-22,3432
2024-05-23,3495
2024-05-24,3362
2024-05-25,3407
2024-05-26,3398
2024-05-27,3415
2024-05-28,3334
2024-05-29,3361
2024-05-30,3353
2024-05-31,3442
2024-06-01,3355
2024-06-02,3425
2024-06-03,3284
2024-06-04,3315
2024-06-05,3265
2024-06-06,3265
2024-06-07,3137
2024-06-08,3334
2024-06-09,3221
2024-06-10,3216
2024-06-11,3222
2024-06-12,3270
2024-06-13,3211
2024-06-14,3120
2024-06-15,3120
2024-06-16,3096
2024-06-17,3142
2024-06-18,3114
2024-06-19,3132
2024-06-20,3000
2024-06-21,3158
2024-06-22,3087
2024-06-23,3104
2024-06-24,2998
2024-06-25,2902
2024-06-26,3027
2024-06-27,3002
2024-06-28,2965
2024-06-29,2921
2024-06-30,2806
2024-07-01,2840
2024-07-02,2789
2024-07-03,2878
2024-07-04,2756
2024-07-05,2794
2024-07-06,2792
2024-07-07,2718
2024-07-08,2813
2024-07-09,2710
2024-07-10,2675
2024-07-11,2602
2024-07-12,2696
2024-07-13,2605
2024-07-14,2596
2024-07-15,2569
2024-07-16,2589
2024-07-17,2562
2024-07-18,2546
2024-07-19,2527
2024-07-20,2534
2024-07-21,2434
2024-07-22,2445
2024-07-23,2543
2024-07-24,2258
2024-07-25,2312
2024-07-26,2317
2024-07-27,2347
2024-07-28,2236
2024-07-29,2238
2024-07-30,2284
2024-07-31,2319
2024-08-01,2161
2024-08-02,2195
2024-08-03,2212
2024-08-04,2252
2024-08-05,2193
2024-08-06,2095
2024-08-07,2137
2024-08-08,2149
2024-08-09,2052
2024-08-10,2070
2024-08-11,1974
2024-08-12,2054
2024-08-13,1888
2024-08-14,1948
2024-08-15,1881
2024-08-16,1998
2024-08-17,1901
2024-08-18,1914
2024-08-19,1865
2024-08-20,1857
2024-08-21,1802
2024-08-22,1815
2024-08-23,1858
2024-08-24,1669
2024-08-25,1708
2024-08-26,1764
2024-08-27,1645
2024-08-28,1569
2024-08-29,1701
2024-08-30,1530
2024-08-31,1588
