DateTime,Refugees
2023-04-17,385
2023-04-18,370
2023-04-19,384
2023-04-20,372
2023-04-21,380
2023-04-22,378
2023-04-23,374
2023-04-24,386
2023-04-25,378
2023-04-26,382
2023-04-27,372
2023-04-28,385
2023-04-29,372
2023-04-30,376
2023-05-01,386
2023-05-02,387
2023-05-03,389
2023-05-04,390
2023-05-05,375
2023-05-06,387
2023-05-07,374
2023-05-08,380
2023-05-09,391
2023-05-10,387
2023-05-11,385
2023-05-12,381
2023-05-13,383
2023-05-14,377
2023-05-15,382
2023-05-16,380
2023-05-17,390
2023-05-18,387
2023-05-19,381
2023-05-20,380
2023-05-21,390
2023-05-22,388
2023-05-23,378
2023-05-24,392
2023-05-25,379
2023-05-26,384
2023-05-27,374
2023-05-28,382
2023-05-29,384
2023-05-30,380
2023-05-31,375
2023-06-01,385
2023-06-02,388
2023-06-03,373
2023-06-04,376
2023-06-05,376
2023-06-06,370
2023-06-07,364
2023-06-08,370
2023-06-09,359
2023-06-10,359
2023-06-11,366
2023-06-12,370
2023-06-13,368
2023-06-14,364
2023-06-15,363
2023-06-16,366
2023-06-17,364
2023-06-18,372
2023-06-19,362
2023-06-20,361
2023-06-21,354
2023-06-22,355
2023-06-23,344
2023-06-24,347
2023-06-25,349
2023-06-26,365
2023-06-27,352
2023-06-28,354
2023-06-29,342
2023-06-30,339
2023-07-01,335
2023-07-02,339
2023-07-03,334
2023-07-04,335
2023-07-05,337
2023-07-06,340
2023-07-07,332
2023-07-08,354
2023-07-09,332
2023-07-10,324
2023-07-11,322
2023-07-12,326
2023-07-13,330
2023-07-14,323
2023-07-15,324
2023-07-16,313
2023-07-17,319
2023-07-18,329
2023-07-19,334
2023-07-20,312
2023-07-21,315
2023-07-22,312
2023-07-23,315
2023-07-24,299
2023-07-25,295
2023-07-26,317
2023-07-27,308
2023-07-28,306
2023-07-29,293
2023-07-30,307
2023-07-31,292
2023-08-01,292
2023-08-02,293
2023-08-03,298
2023-08-04,286
2023-08-05,281
2023-08-06,279
2023-08-07,278
2023-08-08,282
2023-08-09,267
2023-08-10,280
2023-08-11,262
2023-08-12,281
2023-08-13,276
2023-08-14,270
2023-08-15,280
2023-08-16,273
2023-08-17,262
2023-08-18,254
2023-08-19,257
2023-08-20,258
2023-08-21,253
2023-08-22,252
2023-08-23,256
2023-08-24,248
2023-08-25,256
2023-08-26,258
2023-08-27,242
2023-08-28,240
2023-08-29,252
2023-08-30,232
2023-08-31,240
2023-09-01,241
2023-09-02,230
2023-09-03,238
2023-09-04,237
2023-09-05,219
2023-09-06,221
2023-09-07,233
2023-09-08,228
2023-09-09,218
2023-09-10,217
2023-09-11,215
2023-09-12,226
2023-09-13,228
2023-09-14,217
2023-09-15,211
2023-09-16,215
2023-09-17,222
2023-09-18,218
2023-09-19,218
2023-09-20,215
2023-09-21,214
2023-09-22,206
2023-09-23,205
2023-09-24,205
2023-09-25,211
2023-09-26,195
2023-09-27,213
2023-09-28,203
2023-09-29,194
2023-09-30,210
2023-10-01,206
2023-10-02,196
2023-10-03,203
2023-10-04,202
2023-10-05,187
2023-10-06,201
2023-10-07,188
2023-10-08,199
2023-10-09,203
2023-10-10,191
2023-10-11,195
2023-10-12,198
2023-10-13,206
2023-10-14,182
2023-10-15,192
2023-10-16,191
2023-10-17,190
2023-10-18,188
2023-10-19,187
2023-10-20,191
2023-10-21,191
2023-10-22,190
2023-10-23,195
2023-10-24,188
2023-10-25,190
2023-10-26,193
2023-10-27,198
2023-10-28,193
2023-10-29,171
2023-10-30,182
2023-10-31,184
2023-11-01,189
2023-11-02,187
2023-11-03,188
2023-11-04,184
2023-11-05,190
2023-11-06,193
2023-11-07,194
2023-11-08,183
2023-11-09,185
2023-11-10,186
2023-11-11,186
2023-11-12,190
2023-11-13,192
2023-11-14,191
2023-11-15,189
2023-11-16,184
2023-11-17,184
2023-11-18,183
2023-11-19,188
2023-11-20,198
2023-11-21,195
2023-11-22,193
2023-11-23,199
2023-11-24,194
2023-11-25,197
2023-11-26,191
2023-11-27,192
2023-11-28,195
2023-11-29,197
2023-11-30,201
2023-12-01,202
2023-12-02,202
2023-12-03,200
2023-12-04,203
2023-12-05,205
2023-12-06,202
2023-12-07,209
2023-12-08,202
2023-12-09,224
2023-12-10,214
2023-12-11,213
2023-12-12,208
2023-12-13,224
2023-12-14,215
2023-12-15,224
2023-12-16,211
2023-12-17,227
2023-12-18,225
2023-12-19,220
2023-12-20,224
2023-12-21,222
2023-12-22,222
2023-12-23,225
2023-12-24,234
2023-12-25,229
2023-12-26,229
2023-12-27,242
2023-12-28,221
2023-12-29,242
2023-12-30,251
2023-12-31,235
2024-01-01,249
2024-01-02,247
2024-01-03,251
2024-01-04,251
2024-01-05,248
2024-01-06,238
2024-01-07,244
2024-01-08,251
2024-01-09,247
2024-01-10,260
2024-01-11,257
2024-01-12,261
2024-01-13,264
2024-01-14,263
2024-01-15,273
2024-01-16,256
2024-01-17,275
2024-01-18,269
2024-01-19,281
2024-01-20,277
2024-01-21,288
2024-01-22,273
2024-01-23,287
2024-01-24,289
2024-01-25,281
2024-01-26,292
2024-01-27,285
2024-01-28,278
2024-01-29,285
2024-01-30,285
2024-01-31,293
2024-02-01,291
2024-02-02,301
2024-02-03,284
2024-02-04,296
2024-02-05,302
2024-02-06,297
2024-02-07,308
2024-02-08,307
2024-02-09,298
2024-02-10,309
2024-02-11,314
2024-02-12,324
2024-02-13,308
2024-02-14,319
2024-02-15,311
2024-02-16,325
2024-02-17,325
2024-02-18,315
2024-02-19,334
2024-02-20,327
2024-02-21,331
2024-02-22,338
2024-02-23,339
2024-02-24,331
2024-02-25,330
2024-02-26,332
2024-02-27,342
2024-02-28,339
2024-02-29,323
2024-03-01,347
2024-03-02,338
2024-03-03,342
2024-03-04,356
2024-03-05,344
2024-03-06,351
2024-03-07,342
2024-03-08,354
2024-03-09,358
2024-03-10,348
2024-03-11,360
2024-03-12,351
2024-03-13,354
2024-03-14,364
2024-03-15,359
2024-03-16,357
2024-03-17,357
2024-03-18,366
2024-03-19,376
2024-03-20,355
2024-03-21,364
2024-03-22,367
2024-03-23,368
2024-03-24,373
2024-03-25,369
2024-03-26,383
2024-03-27,369
2024-03-28,376
2024-03-29,373
2024-03-30,376
2024-03-31,374
2024-04-01,374
2024-04-02,387
2024-04-03,386
2024-04-04,380
2024-04-05,378
2024-04-06,379
2024-04-07,391
2024-04-08,379
2024-04-09,378
2024-04-10,380
2024-04-11,383
2024-04-12,396
2024-04-13,378
2024-04-14,378
2024-04-15,390
2024-04-16,391
2024-04-17,381
2024-04-18,385
2024-04-19,384
2024-04-20,378
2024-04-21,372
2024-04-22,388
2024-04-23,385
2024-04-24,396
2024-04-25,378
2024-04-26,386
2024-04-27,384
2024-04-28,388
2024-04-29,385
2024-04-30,381
2024-05-01,383
2024-05-02,375
2024-05-03,382
2024-05-04,381
2024-05-05,389
2024-05-06,392
2024-05-07,381
2024-05-08,380
2024-05-09,377
2024-05-10,377
2024-05-11,378
2024-05-12,385
2024-05-13,380
2024-05-14,377
2024-05-15,378
2024-05-16,381
2024-05-17,372
2024-05-18,381
2024-05-19,372
2024-05-20,364
2024-05-21,371
2024-05-22,365
2024-05-23,372
2024-05-24,358
2024-05-25,363
2024-05-26,362
2024-05-27,364
2024-05-28,355
2024-05-29,358
2024-05-30,357
2024-05-31,366
2024-06-01,357
2024-06-02,365
2024-06-03,350
2024-06-04,353
2024-06-05,348
2024-06-06,348
2024-06-07,334
2024-06-08,355
2024-06-09,343
2024-06-10,342
2024-06-11,343
2024-06-12,348
2024-06-13,342
2024-06-14,332
2024-06-15,332
2024-06-16,330
2024-06-17,335
2024-06-18,332
2024-06-19,333
2024-06-20,319
2024-06-21,336
2024-06-22,329
2024-06-23,330
2024-06-24,319
2024-06-25,309
2024-06-26,322
2024-06-27,320
2024-06-28,316
2024-06-29,311
2024-06-30,299
2024-07-01,302
2024-07-02,297
2024-07-03,306
2024-07-04,293
2024-07-05,297
2024-07-06,297
2024-07-07,289
2024-07-08,299
2024-07-09,288
2024-07-10,285
2024-07-11,277
2024-07-12,287
2024-07-13,277
2024-07-14,276
2024-07-15,274
2024-07-16,276
2024-07-17,273
2024-07-18,271
2024-07-19,269
2024-07-20,270
2024-07-21,259
2024-07-22,260
2024-07-23,271
2024-07-24,240
2024-07-25,246
2024-07-26,247
2024-07-27,250
2024-07-28,238
2024-07-29,238
2024-07-30,243
2024-07-31,247
2024-08-01,230
2024-08-02,234
2024-08-03,235
2024-08-04,240
2024-08-05,234
2024-08-06,223
2024-08-07,228
2024-08-08,229
2024-08-09,218
2024-08-10,220
2024-08-11,210
2024-08-12,219
2024-08-13,201
2024-08-14,207
2024-08-15,200
2024-08-16,213
2024-08-17,202
2024-08-18,204
2024-08-19,199
2024-08-20,198
2024-08-21,192
2024-08-22,193
2024-08-23,198
2024-08-24,178
2024-08-25,182
2024-08-26,188
2024-08-27,175
2024-08-28,167
2024-08-29,181
2024-08-30,163
2024-08-31,169
